BioProject,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
PRJNA1044261,Corynebacterium sp. ATCC 6931,1487956,S,17,6564,6581,0.00158
PRJNA847046,Stenotrophomonas indicatrix,2045451,S,778,4,782,0.00158
PRJEB21503,Pseudomonas putida,303,S,23,135,158,0.00158
PRJNA749068,Rubrobacter xylanophilus,49319,S,20969,56,21025,0.00157
PRJDB10133,Herbaspirillum rubrisubalbicans,80842,S,7823,232,8055,0.00157
PRJNA749068,Gloeocapsa sp. PCC 7428,1173026,S,81,12488,12569,0.00157
PRJNA807746,Corynebacterium jeddahense,1414719,S,475,3470,3945,0.00157
PRJNA749068,Acinetobacter johnsonii,40214,S,20509,447,20956,0.00156
PRJNA879945,Lysobacter antibioticus,84531,S,49,1,50,0.00156
PRJNA879945,Porphyromonas somerae,322095,S,283,1,284,0.00156
PRJNA629667,Sphingomonas taxi,1549858,S,100,13222,13322,0.00155
PRJNA721101,Phocaeicola salanitronis,376805,S,3799,10,3809,0.00155
PRJNA807746,Acetobacter persici,1076596,S,3294,2836,6130,0.00155
PRJNA689968,Rhodoplanes sp. Z2-YC6860,674703,S,1575,361,1936,0.00155
PRJNA398289,Evevirus ev239,2955874,S,80798,27042,107840,0.00155
PRJNA1048377,Salmonella enterica,28901,S,51,11923,11974,0.00154
PRJNA629667,Kocuria palustris,71999,S,6111,8962,15073,0.00154
PRJNA749068,Comamonas aquatica,225991,S,15781,3080,18861,0.00154
PRJNA1048377,Staphylococcus auricularis,29379,S,3855,4,3859,0.00154
PRJNA744578,Akkermansia muciniphila,239935,S,18432,1067,19499,0.00154
PRJNA744578,Oscillatoria nigro-viridis,482564,S,251,17883,18134,0.00153
PRJNA429692,Priestia flexa,86664,S,1469034,44567,1513601,0.00153
PRJNA629667,Achromobacter xylosoxidans,85698,S,237,11134,11371,0.00153
PRJNA744578,Microcystis sp. MC19,1967666,S,65,18051,18116,0.00153
PRJNA721101,Brochothrix thermosphacta,2756,S,1636,3,1639,0.00153
PRJNA692666,Stenotrophomonas rhizophila,216778,S,57,1404,1461,0.00153
PRJNA879945,Haematospirillum jordaniae,1549855,S,217,0,217,0.00153
PRJNA847046,Enterococcus faecalis,1351,S,1331,23,1354,0.00152
PRJNA1048377,Rickettsia amblyommatis,33989,S,285,0,285,0.00152
PRJNA749068,Halomonas sp. CKK8,3036127,S,18,1261,1279,0.00152
PRJNA807746,Weissella confusa,1583,S,58,6359,6417,0.00152
PRJNA879945,Brevundimonas sp. Bb-A,2560058,S,3820,262,4082,0.00152
PRJNA721101,Staphylococcus simulans,1286,S,2441,183,2624,0.00152
PRJNA912096,Ligilactobacillus ruminis,1623,S,29,3,32,0.00151
PRJNA894103,Blautia obeum,40520,S,4639,378,5017,0.00151
PRJNA693337,Streptococcus thermophilus,1308,S,108,3245,3353,0.00151
PRJNA744578,Roseburia hominis,301301,S,15458,4427,19885,0.00151
PRJNA564695,Staphylococcus capitis,29388,S,1512,18,1530,0.00151
PRJNA912212,Peptoniphilus sp. SAHP1,2948573,S,1055,158,1213,0.00151
PRJNA912096,Haemophilus parainfluenzae,729,S,1892,31,1923,0.00151
PRJNA807746,Anaerostipes hadrus,649756,S,6900,718,7618,0.0015
PRJNA720296,Planktothrix agardhii,1160,S,525,7739,8264,0.0015
PRJNA879945,Lawsonella clevelandensis,1528099,S,48,0,48,0.0015
PRJNA807746,Corynebacterium glaucum,187491,S,2026,1943,3969,0.00149
PRJDB15234,Corynebacterium phocae,161895,S,944,1287,2231,0.00149
PRJNA749068,Mesorhizobium terrae,2725666,S,369,21,390,0.00149
PRJNA879945,Parabacteroides distasonis,823,S,30,2039,2069,0.00147
PRJNA912096,Clostridium innocuum,1522,S,26,1,27,0.00147
PRJNA749068,Pseudomonas aeruginosa,287,S,159,2471,2630,0.00147
PRJNA912096,Megamonas funiformis,437897,S,27,0,27,0.00147
PRJNA693337,Friunavirus AbKT21III,2733316,S,4310,791,5101,0.00147
PRJNA721101,Rothia mucilaginosa,43675,S,2557,102,2659,0.00146
PRJEB21503,Malassezia restricta,76775,S,16,0,16,0.00146
PRJNA894103,Phocaeicola dorei,357276,S,3793,252,4045,0.00145
PRJNA879945,Ruminococcus lactaris,46228,S,3684,263,3947,0.00145
PRJNA1048377,Corynebacterium ulcerans,65058,S,43,1352,1395,0.00145
PRJNA564695,Solibaculum mannosilyticum,2780922,S,1386,20,1406,0.00145
PRJNA807746,Fusobacterium mortiferum,850,S,1084,450,1534,0.00144
PRJNA879945,Wolbachia endosymbiont of Drosophila pseudotakahashii,375919,S,189,10,199,0.00144
PRJNA610482,Torque teno virus 8,687347,S,2471,175,2646,0.00143
PRJNA749068,Muricauda aurantiaca,1383885,S,17790,313,18103,0.00143
PRJNA749068,Deinococcus deserti,310783,S,10448,13,10461,0.00143
PRJNA807746,Heyndrickxia coagulans,1398,S,399,3051,3450,0.00143
PRJNA894103,Subdoligranulum variabile,214851,S,3302,10,3312,0.00143
PRJNA912212,Sulfitobacter faviae,1775881,S,292,5534,5826,0.00142
PRJNA807746,Enterococcus faecium,1352,S,98,4612,4710,0.00142
PRJNA629667,Sphingomonas sp. S2-65,2903960,S,227,12465,12692,0.00142
PRJNA749068,Candidatus Kaistella beijingensis,2820270,S,209,2,211,0.00142
PRJDB10133,Gordonia terrae,2055,S,21,4039,4060,0.00142
PRJNA564695,Anaerococcus prevotii,33034,S,1135,98,1233,0.00142
PRJNA564695,Acinetobacter schindleri,108981,S,1298,162,1460,0.00142
PRJDB10133,Enhydrobacter sp.,1894999,S,1995,18,2013,0.00141
PRJNA818470,Jouyvirus ev207,2844249,S,28789,7899,36688,0.00141
PRJNA1048377,Staphylococcus pasteuri,45972,S,2288,123,2411,0.00141
PRJNA629667,Brevundimonas nasdae,172043,S,92,12265,12357,0.00141
PRJNA721101,Blautia wexlerae,418240,S,3087,380,3467,0.00141
PRJNA695410,Bacillus thuringiensis,1428,S,255,2258,2513,0.00141
PRJNA721101,Dolosigranulum pigrum,29394,S,1321,39,1360,0.00141
PRJNA564695,Sphingomonas sp. NBWT7,2596913,S,514,1742,2256,0.0014
PRJNA610482,Ralstonia pickettii,329,S,20418,1185,21603,0.0014
PRJNA807746,Limosilactobacillus mucosae,97478,S,2325,2619,4944,0.0014
PRJNA692666,Achromobacter spanius,217203,S,54,4134,4188,0.00139
PRJNA692666,Corynebacterium pseudogenitalium,38303,S,48,1247,1295,0.00139
PRJNA1048377,Corynebacterium sp. ATCC 6931,1487956,S,31,7932,7963,0.00138
PRJNA693337,Candidatus Atelocyanobacterium thalassa,713887,S,87,5688,5775,0.00138
PRJNA721101,Acinetobacter sp. WCHA45,2004644,S,1611,411,2022,0.00137
PRJNA721101,Kinneretia sp. DAIF2,2714952,S,2141,26,2167,0.00137
PRJDB10133,Salmonella enterica,28901,S,1091,2478,3569,0.00137
PRJNA693337,Streptococcus agalactiae,1311,S,94,8072,8166,0.00137
PRJDB10133,Sphingobium sp. TKS,1315974,S,54,8454,8508,0.00136
PRJNA807746,Lactobacillus helveticus,1587,S,1581,3447,5028,0.00136
PRJNA912212,Veillonella rogosae,423477,S,2113,403,2516,0.00135
PRJNA879945,Parabacteroides merdae,46503,S,340,1288,1628,0.00135
PRJNA807746,Gardnerella vaginalis,2702,S,4915,91,5006,0.00135
PRJNA879945,Staphylococcus capitis,29388,S,117,69,186,0.00134
PRJNA912212,Paracoccus sp. MC1862,2760307,S,48,2392,2440,0.00134
PRJNA629667,Acinetobacter sp. NEB 394,2743575,S,43,11319,11362,0.00133
PRJNA807746,Bifidobacterium longum,216816,S,127,702,829,0.00133
PRJNA693337,Corynebacterium ulcerans,65058,S,84,2499,2583,0.00133
PRJNA879945,Chryseobacterium sp. 6424,2039166,S,2229,1118,3347,0.00133
PRJNA910807,Bifidobacterium adolescentis,1680,S,392,14,406,0.00133
PRJNA879945,Butyrivibrio fibrisolvens,831,S,3494,111,3605,0.00133
PRJEB55147,Corynebacterium macginleyi,38290,S,155481,1259,156740,0.00132
PRJNA912212,Corynebacterium accolens,38284,S,17,2734,2751,0.00132
PRJNA744578,Massilia sp. Se16.2.3,2709303,S,991,14594,15585,0.00131
PRJNA693337,Geovibrio thiophilus,139438,S,5854,5,5859,0.00131
PRJNA894103,Acidaminococcus intestini,187327,S,4913,35,4948,0.00131
PRJDB10133,Sphingomonas hengshuiensis,1609977,S,209,1165,1374,0.00131
PRJNA912212,Asaia bogorensis,91915,S,165,0,165,0.00131
PRJNA1077663,Methylobacterium durans,2202825,S,145,5456,5601,0.00131
PRJNA721101,Anaerococcus sp. Marseille-Q7828,3036300,S,2121,187,2308,0.00131
PRJDB15234,Pseudomonas sp. CFSAN084952,2664899,S,16,358,374,0.0013
PRJNA610482,Segatella copri,165179,S,5123,44,5167,0.0013
PRJNA910807,Prevotella nigrescens,28133,S,54,0,54,0.0013
PRJNA398289,Acinetobacter sp. TAC-1,3027470,S,414612,307337,721949,0.00129
PRJNA692666,Corynebacterium phocae,161895,S,321,1351,1672,0.00129
PRJNA1048173,Streptococcus agalactiae,1311,S,478,45541,46019,0.00129
PRJNA629667,Corynebacterium kroppenstedtii,161879,S,10866,213,11079,0.00129
PRJNA610482,Alphatorquevirus homin6,3048431,S,2345,42,2387,0.00129
PRJNA749068,Methylobacterium organophilum,410,S,23,9360,9383,0.00129
PRJNA720296,Bacillus velezensis,492670,S,5619,1707,7326,0.00128
PRJDB10133,Stenotrophomonas sp. NY11291,2939415,S,29,2111,2140,0.00128
PRJNA749068,Microcystis aeruginosa,1126,S,24,15739,15763,0.00128
PRJNA910807,Streptococcus agalactiae,1311,S,18,1257,1275,0.00127
PRJEB21503,Sphingomonas sp. PAMC26645,2565555,S,105,22,127,0.00127
PRJDB15234,Pseudomonas sp. HN2,2884805,S,35,168,203,0.00127
PRJDB10133,Chryseobacterium shandongense,1493872,S,2777,380,3157,0.00127
PRJEB55147,Flaviflexus ciconiae,2496867,S,6855,87,6942,0.00127
PRJNA720296,Gloeocapsa sp. PCC 7428,1173026,S,16,6777,6793,0.00127
PRJNA894103,Dorea formicigenerans,39486,S,5035,65,5100,0.00126
PRJNA744578,Trichothermofontia sichuanensis,3045816,S,29,15181,15210,0.00125
PRJNA564695,Sphingomonas naphthae,1813468,S,19,1569,1588,0.00125
PRJNA721101,Duncaniella sp. B8,2576606,S,978,31,1009,0.00125
PRJNA610482,Alphatorquevirus homin20,3048422,S,22964,12335,35299,0.00125
PRJDB10133,Mycobacteroides chelonae,1774,S,65,2747,2812,0.00124
PRJNA610482,Alphatorquevirus homin15,3048417,S,2304,0,2304,0.00124
PRJDB10133,Sphingomonas profundi,2681549,S,213,1462,1675,0.00124
PRJNA749068,Sphingomonas profundi,2681549,S,15283,71,15354,0.00124
PRJNA819236,Lactobacillus acetotolerans,1600,S,3327,161,3488,0.00123
PRJNA610482,Staphylococcus caprae,29380,S,137210,5911,143121,0.00123
PRJNA1077663,Marvinbryantia formatexigens,168384,S,6386,83,6469,0.00123
PRJNA429692,Acinetobacter sp. TAC-1,3027470,S,414612,307337,721949,0.00123
PRJNA721101,Corynebacterium matruchotii,43768,S,500,365,865,0.00123
PRJNA629667,Pedobacter sp.,1411316,S,5406,4303,9709,0.00123
PRJNA894103,Prevotella herbatica,2801997,S,3928,153,4081,0.00123
PRJNA749068,Caulobacter mirabilis,69666,S,94,16333,16427,0.00122
PRJNA629667,Geobacillus stearothermophilus,1422,S,3466,6042,9508,0.00122
PRJNA749068,Bacillus sp. ZHX3,2841656,S,60,9774,9834,0.00121
PRJNA692666,Luteimonas sp. YGD11-2,2508168,S,844,158,1002,0.00121
PRJNA912212,Peptostreptococcus sp. CBA3647,3003601,S,1565,3,1568,0.00121
PRJDB10133,Streptococcus agalactiae,1311,S,48,912,960,0.00121
PRJDB10133,Rothia kristinae,37923,S,466,485,951,0.0012
PRJNA629667,Anaerococcus sp. Marseille-Q7828,3036300,S,7151,3820,10971,0.0012
PRJNA818470,Aspergillus ochraceoroseus,138278,S,9418,621,10039,0.0012
PRJNA1048377,Staphylococcus xylosus,1288,S,5503,141,5644,0.00119
PRJNA894103,Pseudomonas marginalis,298,S,3946,2,3948,0.00119
PRJDB10133,Serratia sp. CMO1,2785630,S,53,3349,3402,0.00119
PRJNA398289,Rhodococcus fascians,1828,S,246182,2974,249156,0.00119
PRJDB10133,Agrobacterium tumefaciens,358,S,214,5797,6011,0.00119
PRJNA629667,Sphingomonas panacisoli,1813879,S,191,9971,10162,0.00118
PRJNA894103,Alistipes senegalensis,1288121,S,3241,27,3268,0.00118
PRJDB10133,Elizabethkingia ursingii,1756150,S,22,5984,6006,0.00117
PRJDB15234,Parabacteroides distasonis,823,S,284,19,303,0.00117
PRJNA629667,Haematobacter massiliensis,195105,S,8347,1877,10224,0.00117
PRJNA744578,Candidatus Atelocyanobacterium thalassa,713887,S,49,14152,14201,0.00116
PRJNA564695,Corynebacterium jeikeium,38289,S,336,952,1288,0.00116
PRJNA1048173,Corynebacterium kutscheri,35755,S,42259,999,43258,0.00116
PRJDB10133,Mycolicibacterium holsaticum,152142,S,2021,614,2635,0.00116
PRJNA1048377,Achromobacter sp. AONIH1,1758194,S,35,424,459,0.00115
PRJNA720296,Corynebacterium canis,679663,S,5265,154,5419,0.00115
PRJDB15234,Limosilactobacillus pontis,35787,S,138,363,501,0.00115
PRJNA847046,Filifactor alocis,143361,S,7610,1322,8932,0.00115
PRJNA1048377,Corynebacterium accolens,38284,S,26,1824,1850,0.00115
PRJNA693337,Planktothrix agardhii,1160,S,121,4647,4768,0.00114
PRJNA692666,Acinetobacter baumannii,470,S,116,1360,1476,0.00114
PRJNA749068,Dechloromonas sp. TW-R-39-2,2654218,S,38,13502,13540,0.00114
PRJDB15234,Phocaeicola vulgatus,821,S,819,1377,2196,0.00114
PRJNA429692,Rhodococcus fascians,1828,S,246182,2974,249156,0.00113
PRJNA692666,Prevotella corporis,28128,S,624,1,625,0.00113
PRJDB15234,Megasphaera stantonii,2144175,S,401,9,410,0.00113
PRJDB15234,Salmonella enterica,28901,S,30,325,355,0.00113
PRJNA894103,Cutibacterium acnes,1747,S,13430,48,13478,0.00112
PRJNA749068,Planktothrix agardhii,1160,S,127,8955,9082,0.00112
PRJNA807746,Corynebacterium confusum,71254,S,16,1362,1378,0.00112
PRJNA912212,Stenotrophomonas maltophilia,40324,S,42,21,63,0.00112
PRJNA564695,Methylobacterium radiotolerans,31998,S,576,650,1226,0.00111
PRJNA749068,Streptomyces sp. CB00271,2750025,S,8903,126,9029,0.00111
PRJNA693337,Lactobacillus iners,147802,S,2063,61,2124,0.00111
PRJNA894103,Stenotrophomonas acidaminiphila,128780,S,2393,4187,6580,0.00111
PRJNA807746,Limosilactobacillus fermentum,1613,S,1164,1769,2933,0.0011
PRJNA629667,Peptoniphilus sp. SAHP1,2948573,S,6724,2630,9354,0.0011
PRJNA807746,Phocaeicola dorei,357276,S,4404,734,5138,0.00109
PRJNA1048377,Brevundimonas sp. Bb-A,2560058,S,171,32,203,0.00109
PRJNA749068,Ligilactobacillus agilis,1601,S,14107,91,14198,0.00109
PRJNA749068,Massilia sp. Se16.2.3,2709303,S,106,13656,13762,0.00109
PRJNA749068,Proteiniclasticum sp. QWL-01,3036945,S,14762,68,14830,0.00109
PRJDB10133,Enterococcus faecalis,1351,S,1405,2281,3686,0.00109
PRJNA1048377,Achromobacter insolitus,217204,S,23,1113,1136,0.00109
PRJNA1048377,Corynebacterium jeikeium,38289,S,166,274,440,0.00109
PRJNA564695,Acinetobacter sp. AOR07_HL,2919376,S,29,1587,1616,0.00108
PRJNA564695,Thermus thermophilus,274,S,81,1317,1398,0.00108
PRJNA749068,Caldithrix abyssi,187145,S,132,0,132,0.00108
PRJNA720296,Sphingomonas lutea,1045317,S,1203,3992,5195,0.00107
PRJDB10133,Pseudomonas sp. MPDS,2762896,S,320,689,1009,0.00107
PRJNA695410,Salmonella enterica,28901,S,140,2459,2599,0.00107
PRJNA564695,Stenotrophomonas maltophilia,40324,S,16,1158,1174,0.00106
PRJNA564695,Prevotella corporis,28128,S,624,1,625,0.00106
PRJDB15234,Morganella morganii,582,S,1357,15,1372,0.00106
PRJNA749068,Brevundimonas vitisensis,2800818,S,799,90,889,0.00106
PRJNA1048377,Lawsonella clevelandensis,1528099,S,6043,22,6065,0.00105
PRJNA749068,Massilia varians,457921,S,13761,54,13815,0.00105
PRJNA629667,Arthrospira platensis,118562,S,149,8773,8922,0.00105
PRJNA695410,Anaerostipes hadrus,649756,S,3431,273,3704,0.00105
PRJEB55147,Malassezia restricta,76775,S,13161,13,13174,0.00105
PRJDB10133,Acinetobacter sp. LoGeW2-3,1808001,S,357,1509,1866,0.00105
PRJNA695410,Bacteroides uniformis,820,S,1605,1093,2698,0.00105
PRJEB55147,Escherichia coli,562,S,433,3762,4195,0.00105
PRJDB15234,Megamonas funiformis,437897,S,323,0,323,0.00105
PRJNA807746,Chryseobacterium sp. 6424,2039166,S,2714,1137,3851,0.00104
PRJNA912212,Rothia mucilaginosa,43675,S,2103,16,2119,0.00104
PRJNA564695,Luteimonas sp. YGD11-2,2508168,S,856,159,1015,0.00104
PRJNA720296,Sphingomonas rhizophila,2071607,S,1211,4528,5739,0.00103
PRJNA564695,Veillonella parvula,29466,S,1387,39,1426,0.00103
PRJNA912212,Aquabacterium olei,1296669,S,3097,85,3182,0.00103
PRJNA819236,Parabacteroides distasonis,823,S,455,3873,4328,0.00103
PRJNA692666,Ezakiella coagulans,46507,S,566,0,566,0.00103
PRJNA692666,Heyndrickxia coagulans,1398,S,263,2408,2671,0.00103
PRJDB10133,Pseudomonas marginalis,298,S,551,303,854,0.00103
PRJNA749068,Halalkalibacterium halodurans,86665,S,12902,96,12998,0.00102
PRJNA819236,Prevotella dentalis,52227,S,2781,1447,4228,0.00102
PRJNA720296,Chryseolinea soli,2321403,S,5085,124,5209,0.00102
PRJNA695410,Bacteroides ovatus,28116,S,2327,1243,3570,0.00102
PRJNA847046,Lachnoclostridium phytofermentans,66219,S,7722,205,7927,0.00102
PRJNA744578,Bacillus cereus,1396,S,1541,10750,12291,0.00102
PRJNA695410,Pseudoxanthomonas sp. JBR18,2969308,S,2200,163,2363,0.00102
PRJNA912212,Nitrospirillum amazonense,28077,S,3124,12,3136,0.00101
PRJNA1077663,Aquirhabdus parva,2283318,S,2905,16,2921,0.00101
PRJNA695410,Chryseolinea soli,2321403,S,2933,4,2937,0.00101
PRJNA894103,Gordonia pseudamarae,2831662,S,33,5642,5675,0.00101
PRJNA1077663,Methyloversatilis sp. RAC08,1842540,S,5049,80,5129,0.001
PRJNA1077663,Limnohabitans sp. 63ED37-2,1678128,S,2630,2005,4635,0.001
PRJNA912212,Corynebacterium kutscheri,35755,S,738,953,1691,0.001
PRJNA894103,Gordonia polyisoprenivorans,84595,S,24,5869,5893,0.001
PRJNA720296,Corynebacterium accolens,38284,S,20,4661,4681,0.00099
PRJNA744578,Calothrix sp. NIES-4071,2005469,S,111,11256,11367,0.00099
PRJNA847046,Streptococcus sanguinis,1305,S,2339,23,2362,0.00099
PRJNA629667,Campylobacter ureolyticus,827,S,8606,16,8622,0.00099
PRJNA912212,Erythrobacter sp. SCSIO 43205,2779361,S,861,35,896,0.00099
PRJNA847046,Paracoccus albus,3017784,S,723,3959,4682,0.00098
PRJNA807746,Brucella intermedia,94625,S,221,4312,4533,0.00098
PRJNA629667,Acinetobacter sp. WCHA45,2004644,S,7177,511,7688,0.00098
PRJDB10133,Urbifossiella limnaea,2528023,S,1381,10,1391,0.00098
PRJDB15234,Bacillus subtilis,1423,S,464,801,1265,0.00098
PRJDB15234,Chryseobacterium sp. LJ668,2864040,S,277,4,281,0.00097
PRJNA692666,Hoylesella buccalis,28127,S,2075,1,2076,0.00097
PRJDB15234,Corynebacterium yudongzhengii,2080740,S,1934,67,2001,0.00097
PRJNA564695,Ezakiella coagulans,46507,S,566,1,567,0.00096
PRJNA692666,Pseudoxanthomonas sp. JBR18,2969308,S,2200,163,2363,0.00096
PRJNA693337,Pseudomonas aeruginosa,287,S,21,1830,1851,0.00096
PRJNA564695,Corynebacterium pseudogenitalium,38303,S,50,985,1035,0.00096
PRJNA894103,Enterococcus faecalis,1351,S,32,3055,3087,0.00096
PRJNA629667,Methylobacterium sp. FF17,2984843,S,6543,1789,8332,0.00095
PRJNA744578,Ligilactobacillus faecis,762833,S,8410,3427,11837,0.00095
PRJDB10133,Sphingomonas xanthus,2594473,S,36,952,988,0.00095
PRJDB10133,Cytophaga hutchinsonii,985,S,1079,278,1357,0.00095
PRJNA692666,Staphylococcus capitis,29388,S,822,86,908,0.00095
PRJNA912212,Streptococcus sanguinis,1305,S,3308,135,3443,0.00095
PRJNA693337,Neisseria lactamica,486,S,42,3726,3768,0.00094
PRJNA720296,Methylobacter sp. YRD-M1,2911520,S,4209,357,4566,0.00094
PRJNA564695,Limosilactobacillus fermentum,1613,S,29,2055,2084,0.00093
PRJNA692666,Pseudomonas sp. MTM4,2705472,S,16,655,671,0.00093
PRJNA894103,Corynebacterium kutscheri,35755,S,149,1598,1747,0.00093
PRJNA818470,Aspergillus aculeatus,5053,S,63225,27,63252,0.00092
PRJNA749068,Corynebacterium heidelbergense,2055947,S,6877,90,6967,0.00092
PRJEB21503,Novosphingobium sp. P6W,1609758,S,81,11,92,0.00092
PRJNA894103,Brucella intermedia,94625,S,5169,269,5438,0.00092
PRJNA744578,Corynebacterium yudongzhengii,2080740,S,8945,1466,10411,0.00092
PRJNA692666,Rubrobacter xylanophilus,49319,S,562,0,562,0.00092
PRJNA894103,Coprococcus comes,410072,S,2277,103,2380,0.00091
PRJDB10133,Pedobacter cryoconitis,188932,S,316,1300,1616,0.00091
PRJNA720296,Muribaculum intestinale,1796646,S,4631,157,4788,0.00091
PRJNA912212,Rothia dentocariosa,2047,S,1805,46,1851,0.00091
PRJNA744578,Roseburia intestinalis,166486,S,2074,9937,12011,0.00091
PRJDB15234,Ligilactobacillus sp. BD7642,3050131,S,86,1728,1814,0.00091
PRJNA629667,Myroides phaeus,702745,S,5965,339,6304,0.00091
PRJDB10133,Corynebacterium sanguinis,2594913,S,135,1382,1517,0.00091
PRJNA692666,Allomeiothermus silvanus,52022,S,1049,1,1050,0.00091
PRJDB15234,Streptococcus thermophilus,1308,S,30,248,278,0.0009
PRJDB15234,Ligilactobacillus murinus,1622,S,62,947,1009,0.0009
PRJNA692666,Capnocytophaga sputigena,1019,S,2150,100,2250,0.0009
PRJDB10133,Achromobacter deleyi,1353891,S,56,2375,2431,0.0009
PRJNA564695,Lautropia mirabilis,47671,S,2008,12,2020,0.0009
PRJNA1077663,Limosilactobacillus reuteri,1598,S,7676,497,8173,0.0009
PRJNA749068,Serratia sp. CMO1,2785630,S,23,11394,11417,0.0009
PRJEB21503,Pseudomonas syringae,317,S,21,69,90,0.0009
PRJNA720296,Prochlorococcus marinus,1219,S,92,4686,4778,0.00089
PRJNA564695,Pseudomonas aeruginosa,287,S,25,699,724,0.00089
PRJNA692666,Staphylococcus epidermidis,1282,S,1306,152,1458,0.00089
PRJNA912212,Streptomyces sp. CB00271,2750025,S,1778,13,1791,0.00089
PRJDB15234,Stenotrophomonas sp. SXG-1,2682487,S,267,523,790,0.00089
PRJNA807746,Duncaniella sp. B8,2576606,S,4724,15,4739,0.00088
PRJNA629667,Sphingomonas sp. S6-11,2991075,S,1200,5636,6836,0.00088
PRJNA564695,Geobacillus stearothermophilus,1422,S,310,828,1138,0.00088
PRJNA744578,Corynebacterium sp. ATCC 6931,1487956,S,49,10174,10223,0.00088
PRJNA398289,Cutibacterium granulosum,33011,S,519761,5345,525106,0.00087
PRJNA692666,Dialister succinatiphilus,487173,S,292,189,481,0.00087
PRJEB21503,Bradyrhizobium septentrionale,1404411,S,22,11,33,0.00087
PRJNA695410,Simonsiella muelleri,72,S,1717,91,1808,0.00087
PRJNA695410,Corynebacterium coyleae,53374,S,1185,155,1340,0.00087
PRJNA695410,Coprobacter secundus,1501392,S,2450,533,2983,0.00087
PRJNA695410,Bacillus sp. ZHX3,2841656,S,34,2096,2130,0.00087
PRJNA564695,Hoylesella buccalis,28127,S,2124,2,2126,0.00087
PRJNA693337,Trichothermofontia sichuanensis,3045816,S,4264,189,4453,0.00086
PRJNA744578,Bacillus thuringiensis,1428,S,1345,9766,11111,0.00086
PRJNA744578,Synechococcus sp. PCC 7502,1173263,S,56,10214,10270,0.00086
PRJNA693337,Corynebacterium massiliense,441501,S,16,2125,2141,0.00085
PRJNA629667,Fusobacterium vincentii,155615,S,169,6622,6791,0.00085
PRJNA1077663,Clostridium perfringens,1502,S,596,4150,4746,0.00085
PRJNA564695,Rubrobacter xylanophilus,49319,S,565,0,565,0.00084
PRJNA1077663,Lactobacillus iners,147802,S,3214,692,3906,0.00084
PRJDB15234,Clostridium argentinense,29341,S,107,1,108,0.00084
PRJNA847046,Rhodobacter sp. CZR27,2033869,S,322,3281,3603,0.00084
PRJNA807746,Corynebacterium riegelii,156976,S,408,1971,2379,0.00083
PRJNA1048173,Corynebacterium uberis,2883169,S,27287,132,27419,0.00083
PRJNA693337,Neisseria meningitidis,487,S,340,3917,4257,0.00083
PRJNA564695,Allomeiothermus silvanus,52022,S,1070,0,1070,0.00083
PRJNA629667,Sphingomonas sinipercae,2714944,S,411,6358,6769,0.00083
PRJNA695410,Marvinbryantia formatexigens,168384,S,2928,14,2942,0.00083
PRJNA894103,Schleiferilactobacillus harbinensis,304207,S,2667,22,2689,0.00083
PRJNA629667,Rothia mucilaginosa,43675,S,7070,68,7138,0.00083
PRJNA807746,Hydrogenophilus thermoluteolus,297,S,4137,17,4154,0.00083
PRJNA912212,Kocuria palustris,71999,S,45,1,46,0.00082
PRJNA429692,Evevirus ev239,2955874,S,1309,29,1338,0.00082
PRJDB15234,Methylobacterium sp. FF17,2984843,S,176,301,477,0.00082
PRJNA429692,Cutibacterium granulosum,33011,S,519761,5345,525106,0.00082
PRJNA564695,Dialister succinatiphilus,487173,S,292,188,480,0.00082
PRJNA1077663,Roseburia intestinalis,166486,S,2738,1672,4410,0.00082
PRJNA692666,Bacillus sp. ZHX3,2841656,S,34,2096,2130,0.00081
PRJNA692666,Neisseria subflava,28449,S,1113,253,1366,0.00081
PRJNA692666,Porphyromonas sp. oral taxon 275,712435,S,1737,0,1737,0.00081
PRJNA744578,Geitlerinema sp. PCC 7407,1173025,S,143,9549,9692,0.00081
PRJNA1077663,Helicobacter apodemus,135569,S,2240,64,2304,0.00081
PRJNA894103,Bacteroides stercoris,46506,S,2084,466,2550,0.00081
PRJDB15234,Subdoligranulum variabile,214851,S,249,4,253,0.00081
PRJNA894103,Chordicoccus furentiruminis,2709410,S,2708,2,2710,0.0008
PRJDB15234,Sphingomonas profundi,2681549,S,20,1014,1034,0.0008
PRJNA564695,Clostridium botulinum,1491,S,44,671,715,0.00079
PRJNA744578,Lactobacillus taiwanensis,508451,S,1774,7566,9340,0.00079
PRJEB21503,Pseudomonas aeruginosa,287,S,22,219,241,0.00079
PRJDB15234,Lawsonibacter asaccharolyticus,2108523,S,279,5,284,0.00079
PRJNA894103,Desulfovibrio desulfuricans,876,S,2023,98,2121,0.00079
PRJNA1077663,Pseudomonas putida,303,S,180,2296,2476,0.00079
PRJNA744578,Planktothrix pseudagardhii,132604,S,127,9523,9650,0.00078
PRJNA807746,Veillonella atypica,39777,S,4321,42,4363,0.00078
PRJNA564695,Fusobacterium necrophorum,859,S,18,1054,1072,0.00078
PRJNA912212,Treponema socranskii,53419,S,44,0,44,0.00078
PRJNA749068,Haemophilus parahaemolyticus,735,S,5466,437,5903,0.00078
PRJNA744578,Segatella copri,165179,S,9004,112,9116,0.00077
