sample_id,sample_name,sequencing_date,taxonomy_name,taxonomy_id,taxonomy_lvl,assigned_reads,added_reads,total_reads,fraction_total_reads
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Cutibacterium acnes,1747,S,293486,2712,296198,0.78218
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Staphylococcus hominis,1290,S,18697,871,19568,0.05167
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Staphylococcus epidermidis,1282,S,12057,1430,13487,0.03562
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Xanthomonas campestris,339,S,5054,72,5126,0.01354
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Staphylococcus capitis,29388,S,4483,187,4670,0.01233
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Moraxella osloensis,34062,S,3572,52,3624,0.00957
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Micrococcus luteus,1270,S,2486,756,3242,0.00856
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Lactobacillus crispatus,47770,S,2014,1102,3116,0.00823
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Streptococcus thermophilus,1308,S,2802,209,3011,0.00795
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium segmentosum,43990,S,2278,62,2340,0.00618
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Trypanosoma cruzi,5693,S,1534,401,1935,0.00511
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium aurimucosum,169292,S,1641,149,1790,0.00473
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium ureicelerivorans,401472,S,1590,98,1688,0.00446
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Lactobacillus delbrueckii,1584,S,1589,86,1675,0.00442
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Cutibacterium granulosum,33011,S,1604,41,1645,0.00434
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Staphylococcus haemolyticus,1283,S,1246,184,1430,0.00378
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Staphylococcus aureus,1280,S,350,890,1240,0.00327
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Cutibacterium avidum,33010,S,1173,9,1182,0.00312
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Dermacoccus nishinomiyaensis,1274,S,1052,25,1077,0.00284
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Malassezia restricta,76775,S,988,0,988,0.00261
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Cryptosporidium hominis,237895,S,625,314,939,0.00248
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium sp. NML98-0116,702967,S,825,62,887,0.00234
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Staphylococcus lugdunensis,28035,S,834,13,847,0.00224
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium jeikeium,38289,S,531,314,845,0.00223
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium striatum,43770,S,569,143,712,0.00188
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium simulans,146827,S,541,132,673,0.00178
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Finegoldia magna,1260,S,630,20,650,0.00172
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium kroppenstedtii,161879,S,612,10,622,0.00164
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Streptococcus mitis,28037,S,564,49,613,0.00162
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Propionibacterium freudenreichii,1744,S,542,64,606,0.0016
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium imitans,156978,S,467,27,494,0.0013
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium minutissimum,38301,S,442,30,472,0.00125
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Streptomyces lividans,1916,S,358,97,455,0.0012
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Corynebacterium singulare,161899,S,370,57,427,0.00113
jhu00154,37_Z_Mini_049_Skin_L_3_S21,2025-03-14,Micrococcus sp. KBS0714,1179670,S,128,279,407,0.00107
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Cutibacterium acnes,1747,S,1649,14,1663,0.22762
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Xanthomonas campestris,339,S,875,19,894,0.12237
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Mycolicibacterium phocaicum,319706,S,327,13,340,0.04654
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Pseudoalteromonas translucida,166935,S,206,126,332,0.04544
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Corynebacterium segmentosum,43990,S,306,13,319,0.04366
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Trypanosoma cruzi,5693,S,242,58,300,0.04106
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Ralstonia insidiosa,190721,S,268,12,280,0.03832
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Delftia tsuruhatensis,180282,S,186,40,226,0.03093
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Pseudomonas tolaasii,29442,S,126,88,214,0.02929
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Cryptosporidium hominis,237895,S,173,19,192,0.02628
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Pseudoalteromonas nigrifaciens,28109,S,88,85,173,0.02368
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Moraxella osloensis,34062,S,156,4,160,0.0219
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Pseudomonas aeruginosa,287,S,37,111,148,0.02026
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Malassezia restricta,76775,S,143,0,143,0.01957
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Methylobacterium phyllosphaerae,418223,S,76,53,129,0.01766
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Methylobacterium oryzae,334852,S,19,89,108,0.01478
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Methylobacterium sp. XJLW,739141,S,19,83,102,0.01396
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Corynebacterium kroppenstedtii,161879,S,99,1,100,0.01369
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Staphylococcus hominis,1290,S,89,8,97,0.01328
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Staphylococcus epidermidis,1282,S,49,41,90,0.01232
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Salmonella enterica,28901,S,4,80,84,0.0115
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Lactococcus lactis,1358,S,30,49,79,0.01081
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Psychrobacter sp. P11G3,1699623,S,73,2,75,0.01027
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Streptococcus pneumoniae,1313,S,7,63,70,0.00958
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Escherichia coli,562,S,5,65,70,0.00958
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Psychrobacter sp. P11F6,1699621,S,51,1,52,0.00712
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Micrococcus luteus,1270,S,46,5,51,0.00698
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Streptococcus mitis,28037,S,44,7,51,0.00698
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Acinetobacter johnsonii,40214,S,28,19,47,0.00643
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Pseudomonas sp. phDV1,253237,S,24,22,46,0.0063
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Ralstonia pickettii,329,S,27,10,37,0.00506
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Pseudomonas oleovorans,301,S,26,11,37,0.00506
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Delftia acidovorans,80866,S,24,12,36,0.00493
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Mycolicibacterium aubagnense,319707,S,34,1,35,0.00479
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Pseudomonas denitrificans (nom. rej.),43306,S,34,0,34,0.00465
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Malassezia globosa,76773,S,34,0,34,0.00465
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Streptomyces lividans,1916,S,29,4,33,0.00452
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Xanthomonas euvesicatoria,456327,S,19,14,33,0.00452
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Staphylococcus capitis,29388,S,30,2,32,0.00438
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Curtobacterium flaccumfaciens,2035,S,30,0,30,0.00411
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Pseudomonas multiresinivorans,95301,S,25,5,30,0.00411
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Dermacoccus nishinomiyaensis,1274,S,29,0,29,0.00397
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Cutibacterium granulosum,33011,S,27,0,27,0.0037
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Staphylococcus haemolyticus,1283,S,10,17,27,0.0037
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Pseudomonas nitroreducens,46680,S,21,4,25,0.00342
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Acinetobacter baumannii,470,S,6,19,25,0.00342
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Rothia mucilaginosa,43675,S,23,0,23,0.00315
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Bradyrhizobium sp. SK17,2057741,S,19,3,22,0.00301
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Paracoccus yeei,147645,S,13,9,22,0.00301
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Neisseria subflava,28449,S,22,0,22,0.00301
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Prevotella melaninogenica,28132,S,22,0,22,0.00301
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Paracoccus sanguinis,1545044,S,18,1,19,0.0026
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Eimeria acervulina,5801,S,19,0,19,0.0026
jhu00155,38_Z_Mini_050_Conj_R_1_S22,2025-03-14,Streptococcus oralis,1303,S,14,4,18,0.00246
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Cutibacterium acnes,1747,S,75456,453,75909,0.50707
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Pantoea agglomerans,549,S,46689,1416,48105,0.32134
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Corynebacterium segmentosum,43990,S,4825,106,4931,0.03294
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Staphylococcus capitis,29388,S,3659,120,3779,0.02524
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Malassezia restricta,76775,S,3672,0,3672,0.02453
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Staphylococcus epidermidis,1282,S,2819,289,3108,0.02076
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Trypanosoma cruzi,5693,S,1879,199,2078,0.01388
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Micrococcus luteus,1270,S,1089,279,1368,0.00914
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Streptococcus thermophilus,1308,S,878,75,953,0.00637
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Pantoea vagans,470934,S,511,82,593,0.00396
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Cutibacterium granulosum,33011,S,569,7,576,0.00385
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Staphylococcus hominis,1290,S,493,18,511,0.00341
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Delftia tsuruhatensis,180282,S,333,67,400,0.00267
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Cryptosporidium hominis,237895,S,323,55,378,0.00253
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Yersinia pestis,632,S,3,369,372,0.00248
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Ralstonia insidiosa,190721,S,335,17,352,0.00235
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Mycolicibacterium phocaicum,319706,S,321,11,332,0.00222
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Xanthomonas campestris,339,S,304,1,305,0.00204
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Malassezia globosa,76773,S,260,0,260,0.00174
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Streptococcus mitis,28037,S,232,16,248,0.00166
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Paracoccus yeei,147645,S,185,57,242,0.00162
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Corynebacterium ureicelerivorans,401472,S,223,11,234,0.00156
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Micrococcus sp. KBS0714,1179670,S,75,151,226,0.00151
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Curtobacterium flaccumfaciens,2035,S,205,2,207,0.00138
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Pseudomonas tolaasii,29442,S,178,17,195,0.0013
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Corynebacterium striatum,43770,S,164,27,191,0.00128
jhu00156,39_Z_Mini_050_Lid_R_1_S23,2025-03-14,Lawsonella clevelandensis,1528099,S,172,3,175,0.00117
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Cutibacterium acnes,1747,S,471,10,481,0.19794
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Meiothermus silvanus,52022,S,420,1,421,0.17325
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Xanthomonas campestris,339,S,282,4,286,0.1177
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Delftia tsuruhatensis,180282,S,149,41,190,0.07819
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Pseudomonas aeruginosa,287,S,33,119,152,0.06255
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Mycolicibacterium phocaicum,319706,S,129,6,135,0.05556
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Trypanosoma cruzi,5693,S,109,26,135,0.05556
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Escherichia coli,562,S,4,101,105,0.04321
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Rhizobium oryzihabitans,2267833,S,61,10,71,0.02922
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Cryptosporidium hominis,237895,S,55,12,67,0.02757
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Staphylococcus epidermidis,1282,S,11,18,29,0.01193
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Sphingopyxis fribergensis,1515612,S,22,3,25,0.01029
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Malassezia restricta,76775,S,24,0,24,0.00988
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Delftia acidovorans,80866,S,15,9,24,0.00988
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Novosphingobium resinovorum,158500,S,20,3,23,0.00947
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Agrobacterium tumefaciens,358,S,17,4,21,0.00864
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Lactococcus lactis,1358,S,4,16,20,0.00823
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Acinetobacter johnsonii,40214,S,11,8,19,0.00782
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Mycolicibacterium aubagnense,319707,S,16,0,16,0.00658
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Pseudomonas tolaasii,29442,S,7,9,16,0.00658
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Geodermatophilus obscurus,1861,S,16,0,16,0.00658
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Rhizobium pusense,648995,S,11,5,16,0.00658
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Sphingopyxis sp. PAMC25046,2565556,S,13,2,15,0.00617
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Nocardiopsis dassonvillei,2014,S,15,0,15,0.00617
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Micrococcus luteus,1270,S,10,4,14,0.00576
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Streptomyces lividans,1916,S,10,4,14,0.00576
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Corynebacterium kroppenstedtii,161879,S,14,0,14,0.00576
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Sphingopyxis sp. QXT-31,1357916,S,14,0,14,0.00576
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Pseudomonas putida,303,S,5,8,13,0.00535
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Sphingobium yanoikuyae,13690,S,10,3,13,0.00535
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Sphingopyxis macrogoltabida,33050,S,12,1,13,0.00535
jhu00157,3_Zymo_Micro_Prep_CS_003_Left_Eye_S83,2025-03-14,Caulobacter vibrioides,155892,S,12,1,13,0.00535
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Cutibacterium acnes,1747,S,412960,2463,415423,0.8268
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Malassezia restricta,76775,S,20963,0,20963,0.04172
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Corynebacterium segmentosum,43990,S,8817,228,9045,0.018
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Micrococcus luteus,1270,S,7119,1684,8803,0.01752
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Staphylococcus epidermidis,1282,S,6639,1189,7828,0.01558
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Streptococcus thermophilus,1308,S,5566,681,6247,0.01243
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Staphylococcus capitis,29388,S,4428,176,4604,0.00916
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Trypanosoma cruzi,5693,S,3912,608,4520,0.009
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Cutibacterium granulosum,33011,S,3504,41,3545,0.00706
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Pseudoalteromonas translucida,166935,S,1998,1206,3204,0.00638
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Pseudoalteromonas nigrifaciens,28109,S,1139,1162,2301,0.00458
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Staphylococcus hominis,1290,S,2043,87,2130,0.00424
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Streptococcus mitis,28037,S,1713,142,1855,0.00369
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Micrococcus sp. KBS0714,1179670,S,523,1044,1567,0.00312
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Lawsonella clevelandensis,1528099,S,1120,20,1140,0.00227
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Paracoccus yeei,147645,S,902,194,1096,0.00218
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Cryptosporidium hominis,237895,S,708,375,1083,0.00216
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Delftia tsuruhatensis,180282,S,827,143,970,0.00193
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Corynebacterium striatum,43770,S,762,150,912,0.00182
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Lactobacillus delbrueckii,1584,S,766,44,810,0.00161
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Corynebacterium ureicelerivorans,401472,S,657,35,692,0.00138
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Corynebacterium singulare,161899,S,582,88,670,0.00133
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Corynebacterium simulans,146827,S,531,115,646,0.00129
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Streptococcus pneumoniae,1313,S,400,235,635,0.00126
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Malassezia globosa,76773,S,597,0,597,0.00119
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Corynebacterium aurimucosum,169292,S,546,46,592,0.00118
jhu00158,40_Z_Mini_050_Skin_R_1_S24,2025-03-14,Mycolicibacterium phocaicum,319706,S,550,21,571,0.00114
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Cutibacterium acnes,1747,S,3397,18,3415,0.34872
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Delftia tsuruhatensis,180282,S,769,159,928,0.09476
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Xanthomonas campestris,339,S,687,22,709,0.0724
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Malassezia restricta,76775,S,377,0,377,0.0385
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Pseudoalteromonas translucida,166935,S,223,154,377,0.0385
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Ralstonia insidiosa,190721,S,319,12,331,0.0338
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Mycolicibacterium phocaicum,319706,S,305,4,309,0.03155
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Pseudoalteromonas nigrifaciens,28109,S,147,160,307,0.03135
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Delftia acidovorans,80866,S,177,87,264,0.02696
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Micrococcus luteus,1270,S,178,51,229,0.02338
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Staphylococcus epidermidis,1282,S,153,42,195,0.01991
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Pseudomonas aeruginosa,287,S,47,114,161,0.01644
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Trypanosoma cruzi,5693,S,129,27,156,0.01593
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Methylobacterium phyllosphaerae,418223,S,101,53,154,0.01573
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Glutamicibacter arilaitensis,256701,S,118,6,124,0.01266
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Psychrobacter sp. P11G3,1699623,S,95,3,98,0.01001
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Escherichia coli,562,S,6,87,93,0.0095
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Cutibacterium granulosum,33011,S,87,1,88,0.00899
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Methylobacterium oryzae,334852,S,19,68,87,0.00888
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Staphylococcus aureus,1280,S,1,86,87,0.00888
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Pseudomonas sp. phDV1,253237,S,36,44,80,0.00817
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Cryptosporidium hominis,237895,S,56,12,68,0.00694
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Psychrobacter sp. P11F6,1699621,S,63,2,65,0.00664
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Lactococcus lactis,1358,S,40,21,61,0.00623
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Janibacter melonis,262209,S,60,0,60,0.00613
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Serinicoccus profundi,1078471,S,59,0,59,0.00602
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Corynebacterium kroppenstedtii,161879,S,55,0,55,0.00562
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Acinetobacter johnsonii,40214,S,30,25,55,0.00562
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Pseudomonas oleovorans,301,S,33,22,55,0.00562
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Staphylococcus hominis,1290,S,49,3,52,0.00531
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Methylobacterium sp. XJLW,739141,S,12,37,49,0.005
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Moraxella osloensis,34062,S,39,1,40,0.00408
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Pseudomonas denitrificans (nom. rej.),43306,S,38,1,39,0.00398
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Bradyrhizobium sp. SK17,2057741,S,36,3,39,0.00398
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Rothia mucilaginosa,43675,S,35,0,35,0.00357
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Pseudomonas nitroreducens,46680,S,25,9,34,0.00347
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Shigella boydii,621,S,1,32,33,0.00337
jhu00159,41_Z_Mini_050_Conj_R_2_S25,2025-03-14,Paracoccus sp. Arc7-R13,2500532,S,31,2,33,0.00337
